<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
25.11.2020,17:25:00,109828,115273,108337,115088,87
25.11.2020,17:26:00,111024,115263,108035,111619,40
25.11.2020,17:27:00,114168,114825,107983,111743,27
25.11.2020,17:28:00,114869,115256,107924,109845,43
25.11.2020,17:29:00,108258,115108,107948,109963,16
25.11.2020,17:30:00,110325,115219,107912,112237,64
25.11.2020,17:31:00,109033,115291,107933,114729,82
25.11.2020,17:32:00,109162,115292,107913,114742,18
25.11.2020,17:33:00,110554,115289,108042,109613,25
25.11.2020,17:34:00,109483,115297,107933,109889,1
25.11.2020,17:35:00,112233,115193,107947,112084,27
25.11.2020,17:36:00,108138,115269,108138,111559,39
25.11.2020,17:37:00,110550,114916,107956,108054,94
25.11.2020,17:38:00,110023,115215,107910,115215,65
25.11.2020,17:39:00,112944,115281,108003,115281,87
25.11.2020,17:40:00,109222,115184,107974,111673,74
25.11.2020,17:41:00,111706,115284,108015,114407,1
25.11.2020,17:42:00,114159,115297,108024,111285,6
25.11.2020,17:43:00,111236,115124,107914,114856,48
25.11.2020,17:44:00,109173,115195,107978,113250,12
25.11.2020,17:45:00,114936,115289,107908,109014,95
25.11.2020,17:46:00,113678,114985,108142,110877,72
25.11.2020,17:47:00,109511,115194,107907,113778,56
25.11.2020,17:48:00,109808,115291,108026,115229,24
25.11.2020,17:49:00,114111,115292,108014,113719,93
25.11.2020,17:50:00,111762,115176,107914,109046,80
25.11.2020,17:51:00,109497,115161,108182,111863,30
25.11.2020,17:52:00,115070,115178,108210,114264,35
25.11.2020,17:53:00,108288,115219,107999,112010,92
25.11.2020,17:54:00,112354,114822,108022,110122,34
25.11.2020,17:55:00,110038,115081,108014,109832,78
25.11.2020,17:56:00,110120,115243,107989,107989,39
25.11.2020,17:57:00,109465,115137,107909,108362,71
25.11.2020,17:58:00,113426,115083,108038,114214,74
25.11.2020,17:59:00,108600,115140,107965,111511,14
25.11.2020,18:00:00,115084,115104,107938,111325,37
25.11.2020,18:01:00,110953,115278,107976,112844,65
25.11.2020,18:02:00,109563,115288,107915,114999,61
25.11.2020,18:03:00,114960,115262,108002,110357,23
25.11.2020,18:04:00,111280,115227,108099,113717,45
25.11.2020,18:05:00,115245,115245,107901,109995,83
25.11.2020,18:06:00,110271,115265,107904,112734,10
25.11.2020,18:07:00,112758,115297,108035,110244,2
25.11.2020,18:08:00,115122,115122,108028,111836,67
25.11.2020,18:09:00,110573,115194,108065,110032,80
25.11.2020,18:10:00,110098,115088,107948,113584,85
25.11.2020,18:11:00,111307,115296,107935,112538,91
25.11.2020,18:12:00,112205,114913,107902,113235,23
25.11.2020,18:13:00,110883,115193,107910,109140,62
25.11.2020,18:14:00,108796,115164,108129,113547,49
25.11.2020,18:15:00,108712,115285,108037,109156,39
25.11.2020,18:16:00,112867,114965,108079,108952,32
25.11.2020,18:17:00,108775,115274,107925,109289,48
25.11.2020,18:18:00,110421,115287,108078,110407,36
25.11.2020,18:19:00,108938,115172,107951,113109,45
25.11.2020,18:20:00,112964,115022,107963,109756,35
25.11.2020,18:21:00,114296,115054,107934,113374,35
25.11.2020,18:22:00,110443,115186,108422,109860,61
25.11.2020,18:23:00,112989,115027,107935,112322,69
25.11.2020,18:24:00,108582,115235,108005,113828,24
25.11.2020,18:25:00,111987,115240,108763,110394,44
25.11.2020,18:26:00,109973,115193,108582,110470,27
25.11.2020,18:27:00,112014,115130,107907,107991,55
25.11.2020,18:28:00,110707,115294,108189,115294,71
25.11.2020,18:29:00,111178,115231,107911,111757,12
25.11.2020,18:30:00,109718,115294,108104,111936,91
25.11.2020,18:31:00,109857,114969,108093,109786,77
25.11.2020,18:32:00,112396,115283,107964,115283,83
25.11.2020,18:33:00,107946,115230,107946,109860,54
25.11.2020,18:34:00,112071,115296,107970,110155,71
25.11.2020,18:35:00,113376,115208,108189,108546,33
25.11.2020,18:36:00,112933,115251,107990,108245,58
25.11.2020,18:37:00,110512,114989,107938,108983,33
25.11.2020,18:38:00,110885,115253,107938,110484,44
25.11.2020,18:39:00,112801,115222,107968,110011,48
25.11.2020,18:40:00,113558,115243,107948,109917,41
25.11.2020,18:41:00,114995,115154,107977,111744,10
25.11.2020,18:42:00,109635,115006,108275,109521,51
25.11.2020,18:43:00,110413,115263,108084,108983,31
25.11.2020,18:44:00,109883,115178,107910,115178,55
25.11.2020,18:45:00,109154,115269,108035,114588,79
25.11.2020,18:46:00,108104,115245,107985,113770,64
25.11.2020,18:47:00,112965,115298,107953,115297,83
25.11.2020,18:48:00,109351,115224,107910,110454,83
25.11.2020,18:49:00,113705,115031,107915,110686,66
25.11.2020,18:50:00,114225,114965,108069,110105,78
25.11.2020,18:51:00,110796,115155,107952,114018,38
25.11.2020,18:52:00,112914,115139,108029,113024,50
25.11.2020,18:53:00,112387,115274,108024,113035,31
25.11.2020,18:54:00,114153,115220,107920,111757,62
25.11.2020,18:55:00,112241,115072,107954,108637,75
25.11.2020,18:56:00,114625,115196,108238,110802,69
25.11.2020,18:57:00,112075,115160,107911,115160,79
25.11.2020,18:58:00,111039,115293,107938,111448,10
25.11.2020,18:59:00,110154,114960,107927,111172,62
25.11.2020,19:00:00,108410,115229,107951,112203,43
25.11.2020,19:01:00,113416,115217,108029,109589,46
25.11.2020,19:02:00,108848,115127,108088,113989,96
25.11.2020,19:03:00,112840,115066,108508,114839,30
25.11.2020,19:04:00,110116,115180,107998,115180,11
25.11.2020,19:05:00,113354,115244,107990,108693,19
25.11.2020,19:06:00,110583,115186,108186,114385,87
25.11.2020,19:07:00,110213,114857,108014,110045,74
25.11.2020,19:08:00,110949,115288,107907,112451,85
25.11.2020,19:09:00,108158,115274,108026,111401,60
25.11.2020,19:10:00,110515,115235,108296,111836,96
25.11.2020,19:11:00,109439,115129,107972,108446,45
25.11.2020,19:12:00,114529,115129,107935,112001,85
25.11.2020,19:13:00,113959,114995,108259,112121,62
25.11.2020,19:14:00,108301,114934,107929,108048,32
25.11.2020,19:15:00,110149,115165,107964,109121,62
25.11.2020,19:16:00,108524,114828,107950,111740,1
25.11.2020,19:17:00,110203,115290,107971,111472,32
25.11.2020,19:18:00,112740,115038,107942,109892,55
25.11.2020,19:19:00,113238,115246,107987,110080,73
25.11.2020,19:20:00,115132,115132,108099,113956,27
25.11.2020,19:21:00,108593,115289,108055,113529,2
25.11.2020,19:22:00,110137,115187,108145,113095,15
25.11.2020,19:23:00,111673,115266,108301,111009,16
25.11.2020,19:24:00,112165,115124,107917,112206,19
25.11.2020,19:25:00,112784,115168,108044,113952,36
25.11.2020,19:26:00,115038,115259,108182,114956,89
25.11.2020,19:27:00,109007,115189,108189,114722,27
25.11.2020,19:28:00,113160,115241,107909,113197,54
25.11.2020,19:29:00,113468,115200,108027,112135,8
25.11.2020,19:30:00,115162,115249,108459,113846,50
25.11.2020,19:31:00,115288,115288,107911,108258,49
25.11.2020,19:32:00,110947,115203,107917,108648,98
25.11.2020,19:33:00,109999,115290,108203,111856,55
25.11.2020,19:34:00,114980,115075,108029,108369,35
25.11.2020,19:35:00,110514,114474,108083,109895,51
25.11.2020,19:36:00,113379,115284,107938,112797,82
25.11.2020,19:37:00,108012,115173,107986,113931,14
25.11.2020,19:38:00,112806,115065,108105,110240,51
25.11.2020,19:39:00,114499,115228,108142,108308,74
25.11.2020,19:40:00,109506,115255,108164,112374,86
25.11.2020,19:41:00,108463,115245,107913,112790,87
25.11.2020,19:42:00,108724,115251,107961,109949,28
25.11.2020,19:43:00,111276,115257,107919,108127,59
25.11.2020,19:44:00,111149,115151,108107,109799,16
25.11.2020,19:45:00,108697,114980,108279,114507,85
25.11.2020,19:46:00,114061,115194,107912,114903,52
25.11.2020,19:47:00,109551,115179,107985,108829,9
25.11.2020,19:48:00,111892,115286,107905,114585,36
25.11.2020,19:49:00,110695,115203,107974,114956,32
25.11.2020,19:50:00,114027,115136,107911,114518,49
25.11.2020,19:51:00,111453,115160,107996,110714,26
25.11.2020,19:52:00,110415,115214,108081,109844,42
25.11.2020,19:53:00,112510,115122,107917,110738,97
25.11.2020,19:54:00,111107,115295,107984,113463,32
25.11.2020,19:55:00,115160,115281,108019,108491,63
25.11.2020,19:56:00,114552,114865,107923,112964,96
25.11.2020,19:57:00,109668,115230,108061,109287,79
25.11.2020,19:58:00,114885,115216,107954,108774,88
25.11.2020,19:59:00,112442,115233,107967,109041,49
25.11.2020,20:00:00,109173,115250,108003,114916,17
26.11.2020,10:00:00,113604,115240,107934,113422,77
26.11.2020,10:01:00,109221,115271,107922,109676,11
26.11.2020,10:02:00,115103,115263,108069,109321,64
26.11.2020,10:03:00,108261,115110,107900,108899,56
26.11.2020,10:04:00,111227,115187,108032,114772,93
26.11.2020,10:05:00,111388,114988,107938,112439,42
26.11.2020,10:06:00,109902,115139,107910,115074,60
26.11.2020,10:07:00,111470,115231,107926,112230,5
26.11.2020,10:08:00,111242,115101,107967,111592,2
26.11.2020,10:09:00,114933,115200,107920,113376,14
26.11.2020,10:10:00,109772,115159,108078,113087,13
26.11.2020,10:11:00,107970,115202,107938,112020,28
26.11.2020,10:12:00,110029,114968,107918,110084,6
26.11.2020,10:13:00,111985,115168,108095,108185,84
26.11.2020,10:14:00,113586,115230,107944,108347,77
26.11.2020,10:15:00,112799,115246,107962,112324,62
26.11.2020,10:16:00,108399,115150,108020,112530,67
26.11.2020,10:17:00,111865,115148,107940,112690,28
26.11.2020,10:18:00,109414,115288,107932,109208,26
26.11.2020,10:19:00,111429,115220,108075,114182,70
26.11.2020,10:20:00,114463,115227,107994,111966,41
26.11.2020,10:21:00,111104,115249,107963,108112,10
26.11.2020,10:22:00,108136,115289,108041,108995,91
26.11.2020,10:23:00,113259,115099,108045,112360,27
26.11.2020,10:24:00,113619,115262,108003,111618,93
26.11.2020,10:25:00,108376,114941,107967,109876,78
26.11.2020,10:26:00,111775,115276,107965,112765,19
26.11.2020,10:27:00,113401,115176,108033,112873,41
26.11.2020,10:28:00,113109,115201,107918,113451,98
26.11.2020,10:29:00,109464,114958,107926,110145,95
26.11.2020,10:30:00,112952,115259,107936,112857,5
26.11.2020,10:31:00,111509,114906,108017,114176,47
26.11.2020,10:32:00,108065,115177,107952,110684,44
26.11.2020,10:33:00,113485,115182,107949,110276,78
26.11.2020,10:34:00,114427,115239,108048,114547,79
26.11.2020,10:35:00,111708,115141,107903,112716,13
26.11.2020,10:36:00,108334,115270,108072,110167,74
26.11.2020,10:37:00,113620,115156,107921,113010,62
26.11.2020,10:38:00,110489,115299,107951,113729,81
26.11.2020,10:39:00,109030,115038,108001,112069,27
26.11.2020,10:40:00,115053,115254,107943,108138,66
26.11.2020,10:41:00,114822,115231,108038,112397,15
26.11.2020,10:42:00,115152,115294,107923,111008,39
26.11.2020,10:43:00,112234,115278,107900,112584,49
26.11.2020,10:44:00,109624,115296,107997,108510,6
26.11.2020,10:45:00,111886,115111,107977,114851,43
26.11.2020,10:46:00,114065,115109,107961,114969,42
26.11.2020,10:47:00,114895,114963,108109,108345,66
26.11.2020,10:48:00,112593,115243,108004,112081,97
26.11.2020,10:49:00,112957,115174,107926,114028,82
26.11.2020,10:50:00,113763,114963,108058,110697,67
26.11.2020,10:51:00,110805,114969,107935,113530,48
26.11.2020,10:52:00,112571,115247,108073,110600,41
26.11.2020,10:53:00,108356,115046,108030,112808,21
26.11.2020,10:54:00,107927,115028,107927,110386,47
26.11.2020,10:55:00,110126,115131,107983,110842,47
26.11.2020,10:56:00,110216,114964,108022,108885,76
26.11.2020,10:57:00,111240,115285,108022,113074,30
26.11.2020,10:58:00,112245,115284,107976,111330,53
26.11.2020,10:59:00,112512,114885,108137,113209,75
26.11.2020,11:00:00,114458,115144,107911,110711,28
26.11.2020,11:01:00,111048,114767,107972,113926,30
26.11.2020,11:02:00,112336,115165,108202,109021,35
26.11.2020,11:03:00,110402,114993,108222,111588,55
26.11.2020,11:04:00,108086,115098,108086,109623,40
26.11.2020,11:05:00,112074,115152,107932,114911,78
26.11.2020,11:06:00,111682,115150,107960,112172,91
26.11.2020,11:07:00,114470,115268,108053,108885,45
26.11.2020,11:08:00,113817,115191,107931,114840,81
26.11.2020,11:09:00,113341,115277,107905,112991,72
26.11.2020,11:10:00,111825,115221,108298,108481,3
26.11.2020,11:11:00,112477,115187,107971,108940,10
26.11.2020,11:12:00,110018,115152,107934,113526,98
26.11.2020,11:13:00,108828,115111,107911,109438,36
26.11.2020,11:14:00,109331,115099,107922,112255,88
26.11.2020,11:15:00,111439,115275,108073,114309,5
26.11.2020,11:16:00,114065,115205,108137,111152,13
26.11.2020,11:17:00,107982,115182,107931,112424,21
26.11.2020,11:18:00,109475,115205,108012,110022,56
26.11.2020,11:19:00,110222,115251,107910,112800,68
26.11.2020,11:20:00,115088,115088,107933,114670,7
26.11.2020,11:21:00,114010,115160,108042,113379,47
26.11.2020,11:22:00,113844,114819,108109,110316,84
26.11.2020,11:23:00,112768,115123,107909,111767,80
26.11.2020,11:24:00,110539,115120,107958,111301,59
26.11.2020,11:25:00,109367,115263,107919,114960,68
26.11.2020,11:26:00,110463,114959,108082,109991,27
26.11.2020,11:27:00,114784,115113,107958,108787,94
26.11.2020,11:28:00,111697,115179,107972,108636,69
26.11.2020,11:29:00,113135,115163,107929,109411,86
26.11.2020,11:30:00,110225,115240,107901,109016,7
26.11.2020,11:31:00,113730,115212,108105,113383,49
26.11.2020,11:32:00,110005,115267,107937,108910,49
26.11.2020,11:33:00,110203,115144,107941,113990,34
26.11.2020,11:34:00,110657,115280,107922,107922,94
26.11.2020,11:35:00,114180,115280,107960,108989,23
26.11.2020,11:36:00,114969,115204,107982,110575,9
26.11.2020,11:37:00,113438,115191,107951,112981,41
26.11.2020,11:38:00,111946,115232,108162,112704,51
26.11.2020,11:39:00,111795,115243,108011,112861,89
26.11.2020,11:40:00,112382,115043,108264,114406,93
26.11.2020,11:41:00,108661,115291,108322,112518,28
26.11.2020,11:42:00,115044,115234,107938,112530,56
26.11.2020,11:43:00,108949,115281,107916,113909,6
26.11.2020,11:44:00,111528,115093,108069,108600,80
26.11.2020,11:45:00,113558,115280,107917,112516,38
26.11.2020,11:46:00,110336,115183,108052,110254,54
26.11.2020,11:47:00,113603,115131,107942,110642,54
26.11.2020,11:48:00,114652,115206,107953,109984,97
26.11.2020,11:49:00,112372,115245,108139,110691,30
26.11.2020,11:50:00,111859,115276,108080,112243,92
26.11.2020,11:51:00,109391,115281,108004,113140,22
26.11.2020,11:52:00,114910,115282,108090,114377,61
26.11.2020,11:53:00,108745,114934,107953,113609,77
26.11.2020,11:54:00,112577,115053,108109,113275,30
26.11.2020,11:55:00,110977,115285,108041,108528,56
26.11.2020,11:56:00,111082,115163,107937,111455,51
26.11.2020,11:57:00,110162,115252,108105,112124,6
26.11.2020,11:58:00,112030,115123,107995,114548,58
26.11.2020,11:59:00,108210,115209,107929,111742,66
26.11.2020,12:00:00,111513,115199,107901,109590,26
26.11.2020,12:01:00,108741,115104,107976,114654,8
26.11.2020,12:02:00,108963,115164,108043,114992,29
26.11.2020,12:03:00,110514,115174,108017,112430,70
26.11.2020,12:04:00,108728,115214,108102,111454,96
26.11.2020,12:05:00,112874,115285,107920,113847,36
26.11.2020,12:06:00,108449,115146,108267,109237,86
26.11.2020,12:07:00,108183,115295,107928,111951,32
26.11.2020,12:08:00,109448,115192,108147,110342,20
26.11.2020,12:09:00,108642,115100,108219,114329,6
26.11.2020,12:10:00,114092,115134,107904,113308,50
26.11.2020,12:11:00,111930,115244,108146,114232,82
26.11.2020,12:12:00,111813,115267,108147,112875,60
26.11.2020,12:13:00,112428,115197,108013,111279,30
26.11.2020,12:14:00,109677,115081,107967,109025,62
26.11.2020,12:15:00,110847,115194,107941,114162,87
26.11.2020,12:16:00,113357,115182,108061,110769,82
26.11.2020,12:17:00,112077,115251,107940,113095,94
26.11.2020,12:18:00,107925,115207,107925,110679,62
26.11.2020,12:19:00,114658,115209,107941,108447,33
26.11.2020,12:20:00,115242,115242,108020,113373,67
26.11.2020,12:21:00,109259,115289,108087,110617,40
26.11.2020,12:22:00,114362,115174,107900,115174,78
26.11.2020,12:23:00,108119,115257,107906,110253,16
26.11.2020,12:24:00,108308,115193,107929,113821,64
26.11.2020,12:25:00,109348,114713,107912,110463,29
26.11.2020,12:26:00,113901,114977,108257,110863,19
26.11.2020,12:27:00,113188,115124,107933,114230,13
26.11.2020,12:28:00,113439,115183,107928,113089,76
26.11.2020,12:29:00,112837,115205,108019,115040,77
26.11.2020,12:30:00,114460,115281,107918,112837,56
26.11.2020,12:31:00,113228,115159,108324,109415,50
26.11.2020,12:32:00,108981,115118,107920,109452,76
26.11.2020,12:33:00,108261,115236,108148,115151,96
26.11.2020,12:34:00,111139,115271,108047,110824,92
26.11.2020,12:35:00,112786,115264,108272,113800,5
26.11.2020,12:36:00,114340,115033,108157,110337,97
26.11.2020,12:37:00,114480,115150,108019,113705,93
26.11.2020,12:38:00,111626,115203,107997,108556,57
26.11.2020,12:39:00,110549,115241,107958,108527,51
26.11.2020,12:40:00,108811,115210,107923,113232,2
26.11.2020,12:41:00,114142,115214,107975,107975,63
26.11.2020,12:42:00,109082,115252,108098,114579,5
26.11.2020,12:43:00,111767,115167,107941,110976,36
26.11.2020,12:44:00,108560,114719,107908,108838,9
26.11.2020,12:45:00,110953,115198,107992,110640,57
26.11.2020,12:46:00,113489,115060,107937,111340,15
26.11.2020,12:47:00,107997,114985,107997,113731,53
26.11.2020,12:48:00,113562,115094,107960,111217,67
26.11.2020,12:49:00,113148,115039,108113,111982,80
26.11.2020,12:50:00,110895,115136,107987,107987,51
26.11.2020,12:51:00,108912,115076,108013,111210,91
26.11.2020,12:52:00,112497,115224,107904,114853,50
26.11.2020,12:53:00,114826,115073,107980,111929,66
26.11.2020,12:54:00,112055,115297,108000,113175,98
26.11.2020,12:55:00,108336,115080,108023,109571,87
26.11.2020,12:56:00,109780,115219,108352,113304,11
26.11.2020,12:57:00,108411,115039,107916,113834,52
26.11.2020,12:58:00,110431,115216,107958,108237,7
26.11.2020,12:59:00,108425,115269,108079,112298,55
26.11.2020,13:00:00,108897,115294,107932,112409,13
26.11.2020,13:01:00,108306,115247,108062,114777,27
26.11.2020,13:02:00,112148,115218,108102,114750,96
26.11.2020,13:03:00,111867,115254,107944,107949,96
26.11.2020,13:04:00,110677,114937,107991,109671,94
26.11.2020,13:05:00,109273,115288,108262,111945,94
26.11.2020,13:06:00,111889,115197,107939,111887,66
26.11.2020,13:07:00,111608,115062,107956,108063,13
26.11.2020,13:08:00,108005,115246,107900,115246,18
26.11.2020,13:09:00,112820,115228,107929,107940,79
26.11.2020,13:10:00,114414,115250,108084,108673,9
26.11.2020,13:11:00,113598,115161,108008,108059,32
26.11.2020,13:12:00,108401,115137,108046,113132,98
26.11.2020,13:13:00,112481,115011,108037,109372,40
26.11.2020,13:14:00,109151,115190,108247,110508,98
26.11.2020,13:15:00,112832,115022,108034,108523,10
26.11.2020,13:16:00,113910,114826,108088,108413,27
26.11.2020,13:17:00,107980,115115,107980,108054,10
26.11.2020,13:18:00,115197,115197,108235,110196,46
26.11.2020,13:19:00,110511,115225,108019,114164,2
26.11.2020,13:20:00,111898,115173,107991,110413,59
26.11.2020,13:21:00,114356,114974,107963,111458,12
26.11.2020,13:22:00,109180,115139,108008,111881,68
26.11.2020,13:23:00,114494,115230,108217,113703,56
26.11.2020,13:24:00,109237,115290,108101,109519,84
26.11.2020,13:25:00,113682,115153,108018,108901,73
26.11.2020,13:26:00,111369,115071,108010,109032,16
26.11.2020,13:27:00,108887,115175,107912,112182,50
26.11.2020,13:28:00,113342,115038,107943,113479,30
26.11.2020,13:29:00,113555,115235,108151,111216,48
26.11.2020,13:30:00,114126,115172,107939,110733,69
26.11.2020,13:31:00,110990,115279,108079,109577,76
26.11.2020,13:32:00,112455,115292,107900,115284,74
26.11.2020,13:33:00,109933,115289,107962,114439,92
26.11.2020,13:34:00,110131,115212,108077,108580,72
26.11.2020,13:35:00,114368,115264,108022,112851,73
26.11.2020,13:36:00,111917,115295,108101,108648,4
26.11.2020,13:37:00,111243,115281,107960,108748,10
26.11.2020,13:38:00,112155,115232,107935,113187,29
26.11.2020,13:39:00,110692,114931,108038,113678,37
26.11.2020,13:40:00,112226,115295,108176,115289,69
26.11.2020,13:41:00,114640,115193,107901,112370,46
26.11.2020,13:42:00,110993,115183,108179,111313,46
26.11.2020,13:43:00,111181,115227,107967,114335,67
26.11.2020,13:44:00,112919,115233,108007,112214,79
26.11.2020,13:45:00,112652,115237,108178,112228,78
26.11.2020,13:46:00,107960,115296,107903,112685,3
26.11.2020,13:47:00,112322,115284,108161,110931,32
26.11.2020,13:48:00,109812,115035,107902,110519,79
26.11.2020,13:49:00,112335,115156,108013,114825,89
26.11.2020,13:50:00,112976,115247,108187,112269,60
26.11.2020,13:51:00,109800,115229,107989,110512,67
26.11.2020,13:52:00,113329,115274,108085,115247,89
26.11.2020,13:53:00,111788,115100,107951,110427,3
26.11.2020,13:54:00,111498,115194,108033,113754,33
26.11.2020,13:55:00,110707,115115,107986,108014,67
26.11.2020,13:56:00,113137,115252,108269,113969,22
26.11.2020,13:57:00,111209,115221,107953,113653,81
26.11.2020,13:58:00,108641,115101,107903,113442,45
26.11.2020,13:59:00,108528,115225,107916,110875,49
26.11.2020,14:00:00,111352,114763,108055,108593,84
26.11.2020,14:01:00,111015,115144,108116,112139,8
26.11.2020,14:02:00,112102,115219,107903,112414,92
26.11.2020,14:03:00,109126,114999,107942,113656,9
26.11.2020,14:04:00,110579,115010,108053,109758,66
26.11.2020,14:05:00,114062,114861,107936,108157,14
26.11.2020,14:06:00,109790,115230,107979,109078,92
26.11.2020,14:07:00,109415,115233,107989,112193,98
26.11.2020,14:08:00,110081,115251,107918,109258,70
26.11.2020,14:09:00,110533,114834,108060,114509,8
26.11.2020,14:10:00,115282,115282,107983,114349,58
26.11.2020,14:11:00,108954,115270,107932,114448,37
26.11.2020,14:12:00,113985,115196,107902,111073,47
26.11.2020,14:13:00,114770,115082,107906,111622,36
26.11.2020,14:14:00,115187,115187,108116,109224,6
26.11.2020,14:15:00,107959,115188,107913,111324,64
26.11.2020,14:16:00,109292,115280,107936,109838,48
26.11.2020,14:17:00,109679,115074,107924,108734,62
26.11.2020,14:18:00,113120,115205,107957,111236,52
26.11.2020,14:19:00,108621,115258,108002,111768,51
26.11.2020,14:20:00,112098,115053,107914,110508,83
26.11.2020,14:21:00,108223,115100,108021,108111,54
26.11.2020,14:22:00,110626,115270,108171,114732,9
26.11.2020,14:23:00,114584,115131,108036,112384,47
26.11.2020,14:24:00,110438,115281,108008,113788,82
26.11.2020,14:25:00,110460,115228,107950,107996,38
26.11.2020,14:26:00,113544,115232,108146,114220,78
26.11.2020,14:27:00,109511,115227,107977,110146,33
26.11.2020,14:28:00,111310,115149,107974,113468,68
26.11.2020,14:29:00,109922,115202,107978,109755,76
26.11.2020,14:30:00,107908,115259,107908,109591,59
26.11.2020,14:31:00,109454,115214,108008,115214,62
26.11.2020,14:32:00,113063,115249,107902,108673,12
26.11.2020,14:33:00,115039,115214,107967,112242,13
26.11.2020,14:34:00,112100,115261,107969,114300,4
26.11.2020,14:35:00,109059,115171,108962,115115,83
26.11.2020,14:36:00,109269,115013,108102,111345,59
26.11.2020,14:37:00,108848,115073,108061,110875,85
26.11.2020,14:38:00,114909,115275,107927,108702,6
26.11.2020,14:39:00,110467,115171,108246,108322,68
26.11.2020,14:40:00,109829,115197,107977,110967,14
26.11.2020,14:41:00,115178,115178,107975,113255,27
26.11.2020,14:42:00,113654,115263,107955,108556,38
26.11.2020,14:43:00,110792,115173,107954,112341,56
26.11.2020,14:44:00,107928,115173,107928,110151,30
26.11.2020,14:45:00,114488,115088,108012,112964,80
26.11.2020,14:46:00,114300,114977,107950,114601,82
26.11.2020,14:47:00,112144,115132,107918,114071,36
26.11.2020,14:48:00,113471,115201,107929,112274,41
26.11.2020,14:49:00,109226,115271,107994,111830,43
26.11.2020,14:50:00,110968,115225,108083,113913,38
26.11.2020,14:51:00,112133,114977,107993,112628,43
26.11.2020,14:52:00,110195,115106,107995,114031,73
26.11.2020,14:53:00,110606,115255,108263,109102,23
26.11.2020,14:54:00,111030,115228,108027,113020,46
26.11.2020,14:55:00,109539,115280,108055,108055,26
26.11.2020,14:56:00,109219,115231,107936,112714,15
26.11.2020,14:57:00,111368,115284,108007,109276,98
26.11.2020,14:58:00,108012,115237,107945,108567,49
26.11.2020,14:59:00,113107,115271,108145,108332,27
26.11.2020,15:00:00,112877,115295,108034,113083,77
26.11.2020,15:01:00,111288,115194,107965,113024,6
26.11.2020,15:02:00,111959,115163,108196,113590,98
26.11.2020,15:03:00,114259,115077,108307,110656,62
26.11.2020,15:04:00,109743,115293,108040,112493,35
26.11.2020,15:05:00,108065,115280,108065,108114,26
26.11.2020,15:06:00,113210,115284,107904,110133,59
26.11.2020,15:07:00,109016,115064,108002,112067,24
26.11.2020,15:08:00,108617,114899,107971,111324,69
26.11.2020,15:09:00,110772,115079,108010,113739,62
26.11.2020,15:10:00,108070,115243,108070,113436,22
26.11.2020,15:11:00,109045,115190,108039,112788,25
26.11.2020,15:12:00,109456,115281,108160,113117,81
26.11.2020,15:13:00,110127,115258,108036,110976,49
26.11.2020,15:14:00,109540,115109,107936,109116,68
26.11.2020,15:15:00,111612,115124,108209,108278,66
26.11.2020,15:16:00,114719,115170,108148,113066,19
26.11.2020,15:18:00,108594,115230,108059,110282,14
26.11.2020,15:19:00,109535,115148,107984,111182,16
26.11.2020,15:20:00,110551,115045,107928,112323,93
26.11.2020,15:21:00,108054,115099,107906,111240,54
26.11.2020,15:22:00,110380,115276,107928,114890,55
26.11.2020,15:23:00,110828,115087,108020,113607,15
26.11.2020,15:24:00,114884,115145,107944,114918,79
26.11.2020,15:25:00,108117,115125,108076,110828,76
26.11.2020,15:26:00,114726,115030,108023,108493,54
26.11.2020,15:27:00,112836,115298,107926,112982,59
26.11.2020,15:28:00,108497,115247,108071,111504,90
26.11.2020,15:29:00,114622,115299,107901,113935,12
26.11.2020,15:30:00,111653,115215,107936,112096,49
26.11.2020,15:31:00,111963,115196,107946,110568,44
26.11.2020,15:32:00,111849,115280,108219,112226,37
26.11.2020,15:33:00,108521,115224,107998,110825,74
26.11.2020,15:34:00,111179,115218,108113,110979,26
26.11.2020,15:35:00,109601,115073,107904,113387,36
26.11.2020,15:36:00,112650,115234,108105,115142,53
26.11.2020,15:37:00,108935,115139,107917,108173,83
26.11.2020,15:38:00,114938,115182,107944,110918,33
26.11.2020,15:39:00,109561,115244,107946,108733,1
26.11.2020,15:40:00,114515,115266,107927,109134,44
26.11.2020,15:41:00,114478,115279,107955,113746,23
26.11.2020,15:42:00,108514,115257,107904,114109,20
26.11.2020,15:43:00,108735,115215,107938,108159,58
26.11.2020,15:44:00,111202,115087,107978,110742,49
26.11.2020,15:45:00,108817,115288,107995,113235,64
26.11.2020,15:46:00,114955,115299,107966,113175,91
26.11.2020,15:47:00,108411,115240,108127,113353,49
26.11.2020,15:48:00,110045,115163,108019,109232,56
26.11.2020,15:49:00,114306,115278,108023,112382,79
26.11.2020,15:50:00,109071,114870,107944,109371,75
26.11.2020,15:51:00,114512,115198,107906,113509,43
26.11.2020,15:52:00,111705,115286,108025,112932,39
26.11.2020,15:53:00,109990,115193,108105,110080,26
26.11.2020,15:54:00,113360,115155,107939,108669,68
26.11.2020,15:55:00,111193,115244,107931,112865,96
26.11.2020,15:56:00,115271,115271,107921,108860,16
26.11.2020,15:57:00,109596,115156,107907,110585,28
26.11.2020,15:58:00,112035,115189,107949,114597,69
26.11.2020,15:59:00,112502,115299,107951,115046,77
26.11.2020,16:00:00,114588,115223,107922,111995,56
